CAD$,,,,,,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Revenue,Cost of Goods Sold,Cost of Goods Sold,Cost of Goods Sold,Cost of Goods Sold,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Operating Expenses,Below The Line,Below The Line,Below The Line,Below The Line,Below The Line,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Assets,Liabilities,Liabilities,Liabilities,Liabilities,Liabilities,Liabilities,Liabilities,Liabilities,Equity,Equity,Equity,,,,,,,,,,,,,,,,,
2026-05-06,EF0506 12374336,,417.3,"16,443.02",,-417.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-06,MC DEP 12233920,,3306.36,"19,749.38",,-3306.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-06,MC DEP 12374336,,2.33,"19,751.71",,-2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-06,MC FEE 12233920,,-78.06,"19,673.65",,,,,,,,,,,,,,,,,,,78.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-06,VSA DEP12233920,,4039.42,"23,713.07",,-4039.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-06,VSA DEP12374336,,76.05,"23,789.12",,-76.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-06,VSA FEE12233920,,-87.63,"23,701.49",,,,,,,,,,,,,,,,,,,87.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-07,Federal Payment,CANADA,-3423.83,"20,277.66",,,,,,,,,,,,,,,,,,,3423.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-07,AMX DEP12374336,,245.69,"20,523.35",,-245.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-07,MC DEP 12233920,,2323.6,"22,846.95",,-2323.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-07,MC DEP 12374336,,50.4,"22,897.35",,-50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-07,MC FEE 12233920,,-50.48,"22,846.87",,,,,,,,,,,,,,,,,,,50.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-07,VSA DEP12233920,,3848.68,"26,695.55",,-3848.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-07,VSA FEE12233920,,-86.41,"26,609.14",,,,,,,,,,,,,,,,,,,86.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-08,Misc Payment,HSA CAD CAN,-142.29,"26,466.85",,,,,,,,,,,,,,,,,,,142.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-08,e-Transfer sent,Remy's e-transfer,-105,"26,361.85",,,,,,,,,,,,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-08,e-Transfer sent,Squamish Enduro,-1050,"25,311.85",,,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-08,EF0508 12374336,,44.8,"25,356.65",,-44.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-08,MC DEP 12233920,,1947.31,"27,303.96",,-1947.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-08,MC DEP 12374336,,47.13,"27,351.09",,-47.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-08,MC FEE 12233920,,-34.51,"27,316.58",,,,,,,,,,,,,,,,,,,34.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-08,VSA DEP12233920,,4179.08,"31,495.66",,-4179.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-08,VSA DEP12374336,,427,"31,922.66",,-427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-08,VSA FEE12233920,,-79.94,"31,842.72",,,,,,,,,,,,,,,,,,,79.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,Misc Payment,HSA CAD CAN,-169.65,"31,673.07",,,,,,,,,,,,,,,,,,,169.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,Misc Payment,PAYPAL,5984.74,"37,657.81",,-5984.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,Payroll Deposit,PAYROLL,-38416.94,-759.13,,,,,,,,,,,,,,,,,,,38416.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,AMX DEP12233920,,1988.95,"1,229.82",,-1988.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,MC DEP 12233920,,493.71,"1,723.53",,-493.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,MC DEP 12374336,,80.08,"1,803.61",,-80.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,MC FEE 12233920,,-11.55,"1,792.06",,,,,,,,,,,,,,,,,,,11.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,MC FEE 12233920,,-0.31,"1,791.75",,,,,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,Online transfer sent - 0288,,-8000,"-6,208.25",,,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,VSA DEP12233920,,1228.54,"-4,979.71",,-1228.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,VSA DEP12233920,,2542.71,"-2,437.00",,-2542.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,VSA DEP12233920,,2217.29,-219.71,,-2217.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,VSA FEE12233920,,-42.7,-262.41,,,,,,,,,,,,,,,,,,,42.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,VSA FEE12233920,,-47.99,-310.40,,,,,,,,,,,,,,,,,,,47.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-11,VSA FEE12233920,,-21.44,-331.84,,,,,,,,,,,,,,,,,,,21.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Direct Deposits (PDS) service total,GRADS8318600000,-908.38,"-1,240.22",,,,,,,,,,,,,,,,,,,908.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-1797.07,"-3,037.29",,,,,,,,,,,,,,,,,,,1797.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-2096.24,"-5,133.53",,,,,,,,,,,,,,,,,,,2096.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-1739.32,"-6,872.85",,,,,,,,,,,,,,,,,,,1739.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-1717.04,"-8,589.89",,,,,,,,,,,,,,,,,,,1717.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-2204.88,"-10,794.77",,,,,,,,,,,,,,,,,,,2204.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-1445.43,"-12,240.20",,,,,,,,,,,,,,,,,,,1445.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-2667.16,"-14,907.36",,,,,,,,,,,,,,,,,,,2667.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-1843.86,"-16,751.22",,,,,,,,,,,,,,,,,,,1843.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-1397.61,"-18,148.83",,,,,,,,,,,,,,,,,,,1397.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-2628.6,"-20,777.43",,,,,,,,,,,,,,,,,,,2628.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-3108.87,"-23,886.30",,,,,,,,,,,,,,,,,,,3108.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-2096.76,"-25,983.06",,,,,,,,,,,,,,,,,,,2096.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-1550.16,"-27,533.22",,,,,,,,,,,,,,,,,,,1550.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-1970.11,"-29,503.33",,,,,,,,,,,,,,,,,,,1970.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-1506.95,"-31,010.28",,,,,,,,,,,,,,,,,,,1506.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-872.6,"-31,882.88",,,,,,,,,,,,,,,,,,,872.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-2594.32,"-34,477.20",,,,,,,,,,,,,,,,,,,2594.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Payroll Deposit,INTUIT 11042655,-2501.12,"-36,978.32",,,,,,,,,,,,,,,,,,,2501.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,LOAN CREDIT,,5000,"-31,978.32",,,,,,,,,,,,,,,,,,,,,,,,,,-5000,,,,,,,,,,,,,,,,,,,,,,0,,TRF-060,CAN 1050 CAD$,N,3635,,,,,,,,,,,109
2026-05-12,MC DEP 12233920,,5230.32,"-26,748.00",,-5230.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,MC DEP 12374336,,44.09,"-26,703.91",,-44.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,MC FEE 12233920,,-115.71,"-26,819.62",,,,,,,,,,,,,,,,,,,115.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,Online transfer sent - 3252,,-8000,"-34,819.62",,,,,,,,,,,,,,,,,,,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,VSA DEP12233920,,2921.39,"-31,898.23",,-2921.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-12,VSA FEE12233920,,-56.32,"-31,954.55",,,,,,,,,,,,,,,,,,,56.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-13,Bill Payment,FortisBC Energy,-516.85,"-32,471.40",,,,,,,,,,,,,,,,,,,516.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-13,Misc Payment,HSA CAD CAN,-1474.68,"-33,946.08",,,,,,,,,,,,,,,,,,,1474.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-13,LOAN CREDIT,,35000,"1,053.92",,,,,,,,,,,,,,,,,,,,,,,,,,-35000,,,,,,,,,,,,,,,,,,,,,,0,,TRF-061,CAN 1050 CAD$,N,25445,,,,,,,,,,,110
2026-05-13,MC DEP 12233920,,1433.8,"2,487.72",,-1433.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-13,MC FEE 12233920,,-31.26,"2,456.46",,,,,,,,,,,,,,,,,,,31.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-13,VSA DEP12374336,,204.73,"2,661.19",,-204.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-13,VSA FEE12233920,,-0.3,"2,660.89",,,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-14,MC DEP 12233920,,305.63,"2,966.52",,-305.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-14,MC DEP 12374336,,65.78,"3,032.30",,-65.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-14,MC FEE 12233920,,-6.28,"3,026.02",,,,,,,,,,,,,,,,,,,6.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-14,VSA DEP12233920,,3935.88,"6,961.90",,-3935.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-14,VSA DEP12374336,,54.59,"7,016.49",,-54.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-14,VSA FEE12233920,,-80.42,"6,936.07",,,,,,,,,,,,,,,,,,,80.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-15,Misc Payment,RBC CREDIT CARD,-2914.1,"4,021.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,2914.1,,,,,,,,,,,,,,,,,,,,0,,TRF-V7-007,CAN 2190 CAD,,,,,,,,,,,,,111
2026-05-15,Misc Payment,RBC CREDIT CARD,-2103.26,"1,918.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,2103.26,,,,,,,,,,,,,,,,,,,,0,,TRF-V5-011,CAN 2130 CAD,N,,,,,,,,,,,,112
2026-05-15,Misc Payment,RBC CREDIT CARD,-18250.6,"-16,331.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,18250.6,,,,,,,,,,,,,,,,,,,,0,,TRF-V4-010,CAN 2110 CAD,N,,,,,,,,,,,,113
2026-05-15,EF0515 12374336,,493.5,"-15,838.39",,-493.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-15,LOAN PAYMENT,,-5000,"-20,838.39",,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,0,,TRF-062,CAN 1050 CAD$,N,-3635,,,,,,,,,,,114
2026-05-15,MC DEP 12374336,,131.25,"-20,707.14",,-131.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-15,VSA DEP12233920,,3142.08,"-17,565.06",,-3142.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-15,VSA FEE12233920,,-68.17,"-17,633.23",,,,,,,,,,,,,,,,,,,68.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,Credit memo,FT917125903,20593.5,"2,960.27",,,,,,,,,,,,,,,,,,,,,,,,,,-20593.5,,,,,,,,,,,,,,,,,,,,,,0,,TRF-100,CAN 1015 USD,Y,14971.4745,,,,,,,,,,,115
2026-05-19,AMX DEP12233920,,406.29,"3,366.56",,-406.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,LOAN CREDIT,,20000,"23,366.56",,,,,,,,,,,,,,,,,,,,,,,,,,-20000,,,,,,,,,,,,,,,,,,,,,,0,,TRF-063,CAN 1050 CAD$,N,14540,,,,,,,,,,,116
2026-05-19,MC DEP 12233920,,73.07,"23,439.63",,-73.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,MC DEP 12233920,,2976.25,"26,415.88",,-2976.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,MC DEP 12233920,,49.65,"26,465.53",,-49.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,MC DEP 12374336,,6.99,"26,472.52",,-6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,MC FEE 12233920,,-66.21,"26,406.31",,,,,,,,,,,,,,,,,,,66.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,MC FEE 12233920,,-1.73,"26,404.58",,,,,,,,,,,,,,,,,,,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,MC FEE 12233920,,-0.01,"26,404.57",,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,MC FEE 12233920,,-1.2,"26,403.37",,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,VSA DEP12233920,,2892.51,"29,295.88",,-2892.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,VSA DEP12374336,,58.8,"29,354.68",,-58.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,VSA FEE12233920,,-56.86,"29,297.82",,,,,,,,,,,,,,,,,,,56.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,VSA FEE12233920,,-0.11,"29,297.71",,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,VSA FEE12233920,,-0.24,"29,297.47",,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-19,VSA FEE12233920,,-0.05,"29,297.42",,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-20,COMM HYDRO BILL PMT,B.C. HYDRO-PAP,-485.8,"28,811.62",,,,,,,,,,,,,,,,,,,485.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-20,LOAN PAYMENT,,-25000,"3,811.62",,,,,,,,,,,,,,,,,,,,,,,,,,,25000,,,,,,,,,,,,,,,,,,,,,0,,TRF-064,CAN 1050 CAD$,N,-18175,,,,,,,,,,,117
2026-05-20,MC DEP 12233920,,1493.44,"5,305.06",,-1493.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-20,MC FEE 12233920,,-30.28,"5,274.78",,,,,,,,,,,,,,,,,,,30.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-20,VSA DEP12233920,,194.08,"5,468.86",,-194.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-20,VSA DEP12374336,,12.59,"5,481.45",,-12.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-20,VSA FEE12233920,,-4.16,"5,477.29",,,,,,,,,,,,,,,,,,,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-21,Other loan,Loan interest,-176.46,"5,300.83",,,,,,,,,,,,,,,,,,,176.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-21,EF0521 12374336,,33.58,"5,334.41",,-33.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-21,LOAN PAYMENT,,-5000,334.41,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,0,,TRF-065,CAN 1050 CAD$,N,-3635,,,,,,,,,,,118
2026-05-21,MC DEP 12374336,,165.45,499.86,,-165.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-21,VSA DEP12233920,,2812.14,"3,312.00",,-2812.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-21,VSA DEP12374336,,3030.99,"6,342.99",,-3030.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-21,VSA FEE12233920,,-58.88,"6,284.11",,,,,,,,,,,,,,,,,,,58.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-22,Misc Payment,HSA CAD CAN,-872.15,"5,411.96",,,,,,,,,,,,,,,,,,,872.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-22,LOAN PAYMENT,,-5000,411.96,,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,0,,TRF-066,CAN 1050 CAD$,N,-3635,,,,,,,,,,,119
2026-05-22,MC DEP 12374336,,596.67,"1,008.63",,-596.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-22,MC FEE 12233920,,-0.02,"1,008.61",,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-22,VSA DEP12233920,,3326.83,"4,335.44",,-3326.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-22,VSA DEP12374336,,2339.48,"6,674.92",,-2339.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-22,VSA FEE12233920,,-71.72,"6,603.20",,,,,,,,,,,,,,,,,,,71.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-25,Misc Payment,HSA CAD CAN,-197.01,"6,406.19",,,,,,,,,,,,,,,,,,,197.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-25,Misc Payment,PAYPAL,2523.49,"8,929.68",,-2523.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-25,EF0523 12374336,,605.6,"9,535.28",,-605.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-25,EF0525 12374336,,31.5,"9,566.78",,-31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-25,LOAN PAYMENT,,-5000,"4,566.78",,,,,,,,,,,,,,,,,,,,,,,,,,,5000,,,,,,,,,,,,,,,,,,,,,0,,TRF-067,CAN 1050 CAD$,N,-3635,,,,,,,,,,,120
2026-05-25,MC DEP 12233920,,2274.16,"6,840.94",,-2274.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-25,MC DEP 12233920,,2607.34,"9,448.28",,-2607.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-25,MC DEP 12374336,,292.67,"9,740.95",,-292.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
2026-05-25,MC DEP 12374336,,297.77,"10,038.72",,-297.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
